full_name,birthdate,birthday,gender,type,start_term,end_term,state,class,district,party,how,zodiac_sign,age_start,age_start,age_end,age_end,duration_days,duration_years,duration_months
Alton Asa Lennon,1906-08-17,08-17,M,sen,1953-07-10,1955-01-03,NC,2.0,,Democrat,appointment,Leo,46.0,46.0,48.0,48.0,542.0,1.0,5.0
Arthur Albert Link,1914-05-24,05-24,M,rep,1971-01-21,1973-01-03,ND,,2.0,Democrat,,Gemini,56.0,56.0,58.0,58.0,713.0,1.0,11.0
Sherman Parkinson Lloyd,1914-01-11,01-11,M,rep,1963-01-09,1965-01-03,UT,,2.0,Republican,,Capricorn,49.0,49.0,51.0,51.0,725.0,1.0,12.0
Speedy Oteria Long,1928-06-16,06-16,M,rep,1965-01-04,1967-01-03,LA,,8.0,Democrat,,Gemini,36.0,36.0,38.0,38.0,729.0,1.0,12.0
Michael 'Mike' Joseph Mansfield,1903-03-16,03-16,M,rep,1943-01-06,1945-01-03,MT,,1.0,Democrat,,Pisces,39.0,39.0,41.0,41.0,728.0,1.0,12.0
William Moore McCulloch,1901-11-24,11-24,M,rep,1947-01-03,1949-01-03,OH,,4.0,Republican,,Sagittarius,45.0,45.0,47.0,47.0,731.0,2.0,0.0
Jack H. McDonald,1932-06-28,06-28,M,rep,1967-01-10,1969-01-03,MI,,19.0,Republican,,Cancer,34.0,34.0,36.0,36.0,724.0,1.0,11.0
Gale William McGee,1915-03-17,03-17,M,sen,1959-01-07,1965-01-03,WY,1.0,,Democrat,,Pisces,43.0,43.0,49.0,49.0,2188.0,5.0,12.0
James 'Mike' Douglas McKevitt,1928-10-26,10-26,M,rep,1971-01-21,1973-01-03,CO,,1.0,Republican,,Scorpio,42.0,42.0,44.0,44.0,713.0,1.0,11.0
John Lanneau McMillan,1898-04-12,04-12,M,rep,1939-01-03,1941-01-03,SC,,6.0,Democrat,,Aries,40.0,40.0,42.0,42.0,731.0,2.0,0.0
George Paul Miller,1891-01-15,01-15,M,rep,1945-01-03,1947-01-03,CA,,6.0,Democrat,,Capricorn,54.0,54.0,56.0,56.0,730.0,2.0,0.0
John Stephen Monagan,1911-12-23,12-23,M,rep,1959-01-07,1961-01-03,CT,,5.0,Democrat,,Capricorn,47.0,47.0,49.0,49.0,727.0,1.0,12.0
Joseph Manuel Montoya,1915-09-24,09-24,M,rep,1957-01-03,1959-01-03,NM,,0.0,Democrat,,Libra,41.0,41.0,43.0,43.0,730.0,2.0,0.0
Frank Bradford Morse,1921-08-07,08-07,M,rep,1961-01-03,1963-01-03,MA,,5.0,Republican,,Leo,39.0,39.0,41.0,41.0,730.0,2.0,0.0
Rogers Clark Ballard Morton,1914-09-19,09-19,M,rep,1963-01-09,1965-01-03,MD,,1.0,Republican,,Virgo,48.0,48.0,50.0,50.0,725.0,1.0,12.0
Frank Edward Moss,1911-09-23,09-23,M,sen,1959-01-07,1965-01-03,UT,1.0,,Democrat,,Libra,47.0,47.0,53.0,53.0,2188.0,5.0,12.0
Alvin Edward O’Konski,1904-05-26,05-26,M,rep,1943-01-06,1945-01-03,WI,,10.0,Republican,,Gemini,38.0,38.0,40.0,40.0,728.0,1.0,12.0
John Orlando Pastore,1907-03-17,03-17,M,sen,1950-12-19,1953-01-03,RI,1.0,,Democrat,,Pisces,43.0,43.0,45.0,45.0,746.0,2.0,0.0
Thomas Minor Pelly,1902-08-22,08-22,M,rep,1953-01-03,1955-01-03,WA,,1.0,Republican,,Leo,50.0,50.0,52.0,52.0,730.0,2.0,0.0
Alexander  Pirnie,1903-04-16,04-16,M,rep,1959-01-07,1961-01-03,NY,,34.0,Republican,,Aries,55.0,55.0,57.0,57.0,727.0,1.0,12.0
Richard Harding Poff,1923-10-19,10-19,M,rep,1953-01-03,1955-01-03,VA,,6.0,Republican,,Libra,29.0,29.0,31.0,31.0,730.0,2.0,0.0
Roman Conrad Pucinski,1919-05-13,05-13,M,rep,1959-01-07,1961-01-03,IL,,11.0,Democrat,,Taurus,39.0,39.0,41.0,41.0,727.0,1.0,12.0
Graham Boynton Purcell Jr.,1919-05-05,05-05,M,rep,1961-01-03,1963-01-03,TX,,13.0,Democrat,,Taurus,41.0,41.0,43.0,43.0,730.0,2.0,0.0
Charlotte Thompson Reid,1913-09-27,09-27,F,rep,1963-01-09,1965-01-03,IL,,15.0,Republican,,Libra,49.0,49.0,51.0,51.0,725.0,1.0,12.0
William Fitts Ryan,1922-06-28,06-28,M,rep,1961-01-03,1963-01-03,NY,,20.0,Democrat,,Cancer,38.0,38.0,40.0,40.0,730.0,2.0,0.0
John George Schmitz,1930-08-12,08-12,M,rep,1969-01-03,1971-01-03,CA,,35.0,Republican,,Leo,38.0,38.0,40.0,40.0,730.0,2.0,0.0
Frederick Delbert Schwengel,1906-05-28,05-28,M,rep,1955-01-05,1957-01-03,IA,,1.0,Republican,,Gemini,48.0,48.0,50.0,50.0,729.0,1.0,12.0
Hugh Doggett Scott Jr.,1900-11-11,11-11,M,rep,1941-01-03,1943-01-03,PA,,7.0,Republican,,Scorpio,40.0,40.0,42.0,42.0,730.0,2.0,0.0
H. Allen Smith,1909-10-08,10-08,M,rep,1957-01-03,1959-01-03,CA,,20.0,Republican,,Libra,47.0,47.0,49.0,49.0,730.0,2.0,0.0
William Lee Springer,1909-04-12,04-12,M,rep,1951-01-03,1953-01-03,IL,,22.0,Republican,,Aries,41.0,41.0,43.0,43.0,731.0,2.0,0.0
William 'Stuart' Stuart Symington,1901-06-26,06-26,M,sen,1953-01-03,1959-01-03,MO,1.0,,Democrat,,Cancer,51.0,51.0,57.0,57.0,2191.0,6.0,0.0
Robert  Taft Jr.,1917-02-26,02-26,M,rep,1963-01-09,1965-01-03,OH,,0.0,Republican,,Pisces,45.0,45.0,47.0,47.0,725.0,1.0,12.0
John Hart Terry,1924-11-14,11-14,M,rep,1971-01-21,1973-01-03,NY,,34.0,Republican,,Scorpio,46.0,46.0,48.0,48.0,713.0,1.0,11.0
Standish Fletcher Thompson,1925-02-05,02-05,M,rep,1967-01-10,1969-01-03,GA,,5.0,Republican,,Aquarius,41.0,41.0,43.0,43.0,724.0,1.0,11.0
John Varick Tunney,1934-06-26,06-26,M,rep,1965-01-04,1967-01-03,CA,,38.0,Democrat,,Cancer,30.0,30.0,32.0,32.0,729.0,1.0,12.0
John Clarence Watts,1902-07-09,07-09,M,rep,1951-01-03,1953-01-03,KY,,6.0,Democrat,,Cancer,48.0,48.0,50.0,50.0,731.0,2.0,0.0
John Irving Whalley,1902-09-14,09-14,M,rep,1959-01-07,1961-01-03,PA,,18.0,Republican,,Virgo,56.0,56.0,58.0,58.0,727.0,1.0,12.0
Elaine Schwartzenburg Edwards,1929-03-08,03-08,F,sen,1972-08-01,1972-11-13,LA,2.0,,Democrat,appointment,Pisces,43.0,43.0,43.0,43.0,104.0,0.0,3.0
James George Abourezk,1931-02-24,02-24,M,rep,1971-01-21,1973-01-03,SD,,2.0,Democrat,,Pisces,39.0,39.0,41.0,41.0,713.0,1.0,11.0
Leslie Cornelius Arends,1895-09-27,09-27,M,rep,1935-01-03,1937-01-03,IL,,17.0,Republican,,Libra,39.0,39.0,41.0,41.0,731.0,2.0,0.0
LaMar  Baker,1915-12-29,12-29,M,rep,1971-01-21,1973-01-03,TN,,3.0,Republican,,Capricorn,55.0,55.0,57.0,57.0,713.0,1.0,11.0
Dewey Follett Bartlett,1919-03-28,03-28,M,sen,1973-01-03,1979-01-03,OK,2.0,,Republican,,Aries,53.0,53.0,59.0,59.0,2191.0,6.0,0.0
Benjamin Bentley Blackburn,1927-02-14,02-14,M,rep,1967-01-10,1969-01-03,GA,,4.0,Republican,,Aquarius,39.0,39.0,41.0,41.0,724.0,1.0,11.0
John Anton Blatnik,1911-08-17,08-17,M,rep,1947-01-03,1949-01-03,MN,,8.0,Democrat,,Leo,35.0,35.0,37.0,37.0,731.0,2.0,0.0
Frank James Brasco,1932-10-15,10-15,M,rep,1967-01-10,1969-01-03,NY,,11.0,Democrat,,Libra,34.0,34.0,36.0,36.0,724.0,1.0,11.0
William Gilmer Bray,1903-06-17,06-17,M,rep,1951-01-03,1953-01-03,IN,,7.0,Republican,,Gemini,47.0,47.0,49.0,49.0,731.0,2.0,0.0
Edward William Brooke III,1919-10-26,10-26,M,sen,1967-01-10,1973-01-03,MA,2.0,,Republican,,Scorpio,47.0,47.0,53.0,53.0,2185.0,5.0,12.0
Donald Glenn Brotzman,1922-06-28,06-28,M,rep,1963-01-09,1965-01-03,CO,,2.0,Republican,,Cancer,40.0,40.0,42.0,42.0,725.0,1.0,12.0
Joel Thomas Broyhill,1919-11-04,11-04,M,rep,1953-01-03,1955-01-03,VA,,10.0,Republican,,Scorpio,33.0,33.0,35.0,35.0,730.0,2.0,0.0
John Newbold Happy Camp,1908-05-11,05-11,M,rep,1969-01-03,1971-01-03,OK,,6.0,Republican,,Taurus,60.0,60.0,62.0,62.0,730.0,2.0,0.0
Hugh Leo Carey,1919-04-11,04-11,M,rep,1961-01-03,1963-01-03,NY,,12.0,Democrat,,Aries,41.0,41.0,43.0,43.0,730.0,2.0,0.0
Clifford Philip Case,1904-04-16,04-16,M,rep,1945-01-03,1947-01-03,NJ,,6.0,Republican,,Aries,40.0,40.0,42.0,42.0,730.0,2.0,0.0
Charles Ernest Chamberlain,1917-07-22,07-22,M,rep,1957-01-03,1959-01-03,MI,,6.0,Republican,,Cancer,39.0,39.0,41.0,41.0,730.0,2.0,0.0
Frank Monroe Clark,1915-12-24,12-24,M,rep,1955-01-05,1957-01-03,PA,,25.0,Democrat,,Capricorn,39.0,39.0,41.0,41.0,729.0,1.0,12.0
Richard 'Dick' Clarence Clark,1928-09-14,09-14,M,sen,1973-01-03,1979-01-03,IA,2.0,,Democrat,,Virgo,44.0,44.0,50.0,50.0,2191.0,6.0,0.0
Harold Reginald Collier,1915-12-12,12-12,M,rep,1957-01-03,1959-01-03,IL,,10.0,Republican,,Sagittarius,41.0,41.0,43.0,43.0,730.0,2.0,0.0
George Washington Collins,1925-03-05,03-05,M,rep,1970-11-03,1971-01-03,IL,,6.0,Democrat,,Pisces,45.0,45.0,45.0,45.0,61.0,0.0,2.0
Paul William Cronin,1938-03-14,03-14,M,rep,1973-01-03,1975-01-03,MA,,5.0,Republican,,Pisces,34.0,34.0,36.0,36.0,730.0,2.0,0.0
Carl Thomas Curtis,1905-03-15,03-15,M,rep,1939-01-03,1941-01-03,NE,,4.0,Republican,,Pisces,33.0,33.0,35.0,35.0,731.0,2.0,0.0
Glenn Robert Davis,1914-10-28,10-28,M,rep,1947-01-03,1949-01-03,WI,,2.0,Republican,,Scorpio,32.0,32.0,34.0,34.0,731.0,2.0,0.0
John William Davis,1916-09-12,09-12,M,rep,1961-01-03,1963-01-03,GA,,7.0,Democrat,,Virgo,44.0,44.0,46.0,46.0,730.0,2.0,0.0
John Richard Dellenback,1918-11-06,11-06,M,rep,1967-01-10,1969-01-03,OR,,4.0,Republican,,Scorpio,48.0,48.0,50.0,50.0,724.0,1.0,11.0
Frank Edward Denholm,1923-11-29,11-29,M,rep,1971-01-21,1973-01-03,SD,,1.0,Democrat,,Sagittarius,47.0,47.0,49.0,49.0,713.0,1.0,11.0
David Worth Dennis,1912-06-07,06-07,M,rep,1969-01-03,1971-01-03,IN,,10.0,Republican,,Gemini,56.0,56.0,58.0,58.0,730.0,2.0,0.0
Harold Daniel Donohue,1901-06-18,06-18,M,rep,1947-01-03,1949-01-03,MA,,4.0,Democrat,,Gemini,45.0,45.0,47.0,47.0,731.0,2.0,0.0
William Jennings Bryan Dorn,1916-04-14,04-14,M,rep,1947-01-03,1949-01-03,SC,,3.0,Democrat,,Aries,30.0,30.0,32.0,32.0,731.0,2.0,0.0
Thaddeus Joseph Dulski,1915-09-27,09-27,M,rep,1959-01-07,1961-01-03,NY,,41.0,Democrat,,Libra,43.0,43.0,45.0,45.0,727.0,1.0,12.0
James Oliver Eastland,1904-11-28,11-28,M,sen,1941-06-30,1941-12-31,MS,2.0,,Democrat,appointment,Sagittarius,36.0,36.0,37.0,37.0,184.0,0.0,6.0
Ovie Clark Fisher,1903-11-22,11-22,M,rep,1943-01-06,1945-01-03,TX,,21.0,Democrat,,Sagittarius,39.0,39.0,41.0,41.0,728.0,1.0,12.0
Peter Hood Ballantine Frelinghuysen Jr.,1916-01-17,01-17,M,rep,1953-01-03,1955-01-03,NJ,,5.0,Republican,,Capricorn,36.0,36.0,38.0,38.0,730.0,2.0,0.0
Harold Vernon Froehlich,1932-05-12,05-12,M,rep,1973-01-03,1975-01-03,WI,,8.0,Republican,,Taurus,40.0,40.0,42.0,42.0,730.0,2.0,0.0
Thomas Smithwick Gettys,1912-06-19,06-19,M,rep,1963-01-09,1965-01-03,SC,,5.0,Democrat,,Gemini,50.0,50.0,52.0,52.0,725.0,1.0,12.0
George Atlee Goodling,1896-09-26,09-26,M,rep,1961-01-03,1963-01-03,PA,,19.0,Republican,,Libra,64.0,64.0,66.0,66.0,730.0,2.0,0.0
Ella Tambussi Grasso,1919-05-10,05-10,F,rep,1971-01-21,1973-01-03,CT,,6.0,Democrat,,Taurus,51.0,51.0,53.0,53.0,713.0,1.0,11.0
Edith Starrett Green,1910-01-17,01-17,F,rep,1955-01-05,1957-01-03,OR,,3.0,Democrat,,Capricorn,44.0,44.0,46.0,46.0,729.0,1.0,12.0
Robert Paul Griffin,1923-11-06,11-06,M,rep,1957-01-03,1959-01-03,MI,,9.0,Republican,,Scorpio,33.0,33.0,35.0,35.0,730.0,2.0,0.0
Martha Wright Griffiths,1912-01-29,01-29,F,rep,1955-01-05,1957-01-03,MI,,17.0,Democrat,,Aquarius,42.0,42.0,44.0,44.0,729.0,1.0,12.0
Harold Royce Gross,1899-06-30,06-30,M,rep,1949-01-03,1951-01-03,IA,,3.0,Republican,,Cancer,49.0,49.0,51.0,51.0,730.0,2.0,0.0
James Russell Grover Jr.,1919-03-05,03-05,M,rep,1963-01-09,1965-01-03,NY,,2.0,Republican,,Pisces,43.0,43.0,45.0,45.0,725.0,1.0,12.0
Charles Samuel Gubser,1916-02-01,02-01,M,rep,1953-01-03,1955-01-03,CA,,10.0,Republican,,Aquarius,36.0,36.0,38.0,38.0,730.0,2.0,0.0
William 'Bill' Dawson Gunter Jr.,1934-07-16,07-16,M,rep,1973-01-03,1975-01-03,FL,,5.0,Democrat,,Cancer,38.0,38.0,40.0,40.0,730.0,2.0,0.0
Richard Thomas Hanna,1914-06-09,06-09,M,rep,1963-01-09,1965-01-03,CA,,34.0,Democrat,,Gemini,48.0,48.0,50.0,50.0,725.0,1.0,12.0
Robert Paul Hanrahan,1934-02-25,02-25,M,rep,1973-01-03,1975-01-03,IL,,3.0,Republican,,Pisces,38.0,38.0,40.0,40.0,730.0,2.0,0.0
Clifford Peter Hansen,1912-10-16,10-16,M,sen,1967-01-10,1973-01-03,WY,2.0,,Republican,,Libra,54.0,54.0,60.0,60.0,2185.0,5.0,12.0
Julia Butler Hansen,1907-06-14,06-14,F,rep,1959-01-07,1961-01-03,WA,,3.0,Democrat,,Gemini,51.0,51.0,53.0,53.0,727.0,1.0,12.0
Orval Howard Hansen,1926-08-03,08-03,M,rep,1969-01-03,1971-01-03,ID,,2.0,Republican,,Leo,42.0,42.0,44.0,44.0,730.0,2.0,0.0
James  Harvey,1922-07-04,07-04,M,rep,1961-01-03,1963-01-03,MI,,8.0,Republican,,Cancer,38.0,38.0,40.0,40.0,730.0,2.0,0.0
Floyd Kirk Haskell,1916-02-07,02-07,M,sen,1973-01-03,1979-01-03,CO,2.0,,Democrat,,Aquarius,56.0,56.0,62.0,62.0,2191.0,6.0,0.0
William Dodd Hathaway,1924-02-21,02-21,M,rep,1965-01-04,1967-01-03,ME,,2.0,Democrat,,Pisces,40.0,40.0,42.0,42.0,729.0,1.0,12.0
Lawrence Joseph Hogan,1928-09-30,09-30,M,rep,1969-01-03,1971-01-03,MD,,5.0,Republican,,Libra,40.0,40.0,42.0,42.0,730.0,2.0,0.0
Chester Earl Holifield,1903-12-03,12-03,M,rep,1943-01-06,1945-01-03,CA,,19.0,Democrat,,Sagittarius,39.0,39.0,41.0,41.0,728.0,1.0,12.0
Craig  Hosmer,1915-05-06,05-06,M,rep,1953-01-03,1955-01-03,CA,,18.0,Republican,,Taurus,37.0,37.0,39.0,39.0,730.0,2.0,0.0
Robert James Huber,1922-08-29,08-29,M,rep,1973-01-03,1975-01-03,MI,,18.0,Republican,,Virgo,50.0,50.0,52.0,52.0,730.0,2.0,0.0
William Herbert Hudnut III,1932-10-17,10-17,M,rep,1973-01-03,1975-01-03,IN,,11.0,Republican,,Libra,40.0,40.0,42.0,42.0,730.0,2.0,0.0
John Edmund Hunt,1908-11-25,11-25,M,rep,1967-01-10,1969-01-03,NJ,,1.0,Republican,,Sagittarius,58.0,58.0,60.0,60.0,724.0,1.0,11.0
William John Keating,1927-03-30,03-30,M,rep,1971-01-21,1973-01-03,OH,,1.0,Republican,,Aries,43.0,43.0,45.0,45.0,713.0,1.0,11.0
Carleton James King,1904-06-15,06-15,M,rep,1961-01-03,1963-01-03,NY,,31.0,Republican,,Gemini,56.0,56.0,58.0,58.0,730.0,2.0,0.0
Dan Heflin Kuykendall,1924-07-09,07-09,M,rep,1967-01-10,1969-01-03,TN,,9.0,Republican,,Cancer,42.0,42.0,44.0,44.0,724.0,1.0,11.0
Peter Nicholas Kyros,1925-07-11,07-11,M,rep,1967-01-10,1969-01-03,ME,,1.0,Democrat,,Cancer,41.0,41.0,43.0,43.0,724.0,1.0,11.0
Earl Fredrick Landgrebe,1916-01-21,01-21,M,rep,1969-01-03,1971-01-03,IN,,2.0,Republican,,Aquarius,52.0,52.0,54.0,54.0,730.0,2.0,0.0
William Somers Mailliard,1917-06-10,06-10,M,rep,1953-01-03,1955-01-03,CA,,4.0,Republican,,Gemini,35.0,35.0,37.0,37.0,730.0,2.0,0.0
Richard Walker Mallary,1929-02-21,02-21,M,rep,1971-01-21,1973-01-03,VT,,0.0,Republican,,Pisces,41.0,41.0,43.0,43.0,713.0,1.0,11.0
Joseph James Maraziti,1912-06-15,06-15,M,rep,1973-01-03,1975-01-03,NJ,,13.0,Republican,,Gemini,60.0,60.0,62.0,62.0,730.0,2.0,0.0
David Thomas Martin,1907-07-09,07-09,M,rep,1961-01-03,1963-01-03,NE,,4.0,Republican,,Cancer,53.0,53.0,55.0,55.0,730.0,2.0,0.0
Robert 'Bob' Bruce Mathias,1930-11-17,11-17,M,rep,1967-01-10,1969-01-03,CA,,18.0,Republican,,Scorpio,36.0,36.0,38.0,38.0,724.0,1.0,11.0
Wiley  Mayne,1917-01-19,01-19,M,rep,1967-01-10,1969-01-03,IA,,6.0,Republican,,Capricorn,50.0,50.0,51.0,51.0,724.0,1.0,11.0
John Little McClellan,1896-02-25,02-25,M,rep,1935-01-03,1937-01-03,AR,,6.0,Democrat,,Pisces,38.0,38.0,40.0,40.0,731.0,2.0,0.0
Thomas James McIntyre,1915-02-20,02-20,M,sen,1962-01-01,1967-01-03,NH,2.0,,Democrat,,Pisces,46.0,46.0,51.0,51.0,1828.0,5.0,0.0
Clem Rogers McSpadden,1925-11-09,11-09,M,rep,1973-01-03,1975-01-03,OK,,2.0,Democrat,,Scorpio,47.0,47.0,49.0,49.0,730.0,2.0,0.0
Lee Warren Metcalf,1911-01-28,01-28,M,rep,1953-01-03,1955-01-03,MT,,1.0,Democrat,,Aquarius,41.0,41.0,43.0,43.0,730.0,2.0,0.0
William Oswald Mills,1924-08-12,08-12,M,rep,1971-01-21,1973-01-03,MD,,1.0,Republican,,Leo,46.0,46.0,48.0,48.0,713.0,1.0,11.0
William Edwin Minshall Jr.,1911-10-24,10-24,M,rep,1955-01-05,1957-01-03,OH,,23.0,Republican,,Scorpio,43.0,43.0,45.0,45.0,729.0,1.0,12.0
Wilmer 'Vinegar Bend' David Mizell,1930-08-13,08-13,M,rep,1969-01-03,1971-01-03,NC,,5.0,Republican,,Leo,38.0,38.0,40.0,40.0,730.0,2.0,0.0
Walter Frederick Mondale,1928-01-05,01-05,M,sen,1964-12-30,1967-01-03,MN,2.0,,Democrat,appointment,Capricorn,37.0,37.0,39.0,39.0,734.0,2.0,0.0
Ancher  Nelsen,1904-10-11,10-11,M,rep,1959-01-07,1961-01-03,MN,,2.0,Republican,,Libra,54.0,54.0,56.0,56.0,727.0,1.0,12.0
James Blackwood Pearson,1920-05-07,05-07,M,sen,1962-01-31,1967-01-03,KS,2.0,,Republican,appointment,Taurus,41.0,41.0,46.0,46.0,1798.0,4.0,11.0
Bertram L. Podell,1925-12-27,12-27,M,rep,1967-01-10,1969-01-03,NY,,13.0,Democrat,,Capricorn,41.0,41.0,43.0,43.0,724.0,1.0,11.0
Walter Eugene Powell,1931-04-25,04-25,M,rep,1971-01-21,1973-01-03,OH,,24.0,Republican,,Taurus,39.0,39.0,41.0,41.0,713.0,1.0,11.0
Robert Dale Price,1927-09-07,09-07,M,rep,1967-01-10,1969-01-03,TX,,18.0,Republican,,Virgo,39.0,39.0,41.0,41.0,724.0,1.0,11.0
John Richard Rarick,1924-01-29,01-29,M,rep,1967-01-10,1969-01-03,LA,,6.0,Democrat,,Aquarius,42.0,42.0,44.0,44.0,724.0,1.0,11.0
Ogden Rogers Reid,1925-06-24,06-24,M,rep,1963-01-09,1965-01-03,NY,,26.0,Republican,,Cancer,37.0,37.0,39.0,39.0,725.0,1.0,12.0
Howard Winfield Robison,1915-10-30,10-30,M,rep,1957-01-03,1959-01-03,NY,,37.0,Republican,,Scorpio,41.0,41.0,43.0,43.0,730.0,2.0,0.0
Angelo Dominick Roncallo,1927-05-28,05-28,M,rep,1973-01-03,1975-01-03,NY,,3.0,Republican,,Gemini,45.0,45.0,47.0,47.0,730.0,2.0,0.0
John James Rooney,1903-11-29,11-29,M,rep,1943-01-06,1945-01-03,NY,,4.0,Democrat,,Sagittarius,39.0,39.0,41.0,41.0,728.0,1.0,12.0
William Robert Roy,1926-02-23,02-23,M,rep,1971-01-21,1973-01-03,KS,,2.0,Democrat,,Pisces,44.0,44.0,46.0,46.0,713.0,1.0,11.0
Earl Baker Ruth,1916-02-07,02-07,M,rep,1969-01-03,1971-01-03,NC,,8.0,Republican,,Aquarius,52.0,52.0,54.0,54.0,730.0,2.0,0.0
Charles William Sandman Jr.,1921-10-23,10-23,M,rep,1967-01-10,1969-01-03,NJ,,2.0,Republican,,Scorpio,45.0,45.0,47.0,47.0,724.0,1.0,11.0
John Phillips Saylor,1908-07-23,07-23,M,rep,1949-01-03,1951-01-03,PA,,26.0,Republican,,Leo,40.0,40.0,42.0,42.0,730.0,2.0,0.0
William Joseph Scherle,1923-03-14,03-14,M,rep,1967-01-10,1969-01-03,IA,,7.0,Republican,,Pisces,43.0,43.0,45.0,45.0,724.0,1.0,11.0
William Lloyd Scott,1915-07-01,07-01,M,rep,1967-01-10,1969-01-03,VA,,8.0,Republican,,Cancer,51.0,51.0,53.0,53.0,724.0,1.0,11.0
Richard 'Dick' Gardner Shoup,1923-11-29,11-29,M,rep,1971-01-21,1973-01-03,MT,,1.0,Republican,,Sagittarius,47.0,47.0,49.0,49.0,713.0,1.0,11.0
Henry P. Smith III,1911-09-29,09-29,M,rep,1965-01-04,1967-01-03,NY,,40.0,Republican,,Libra,53.0,53.0,55.0,55.0,729.0,1.0,12.0
John Jackson Sparkman,1899-12-20,12-20,M,rep,1937-01-05,1939-01-03,AL,,8.0,Democrat,,Sagittarius,37.0,37.0,39.0,39.0,728.0,1.0,12.0
Robert Hampton Steele,1938-11-03,11-03,M,rep,1969-01-03,1971-01-03,CT,,2.0,Republican,,Scorpio,30.0,30.0,32.0,32.0,730.0,2.0,0.0
Frank Albert Stubblefield,1907-04-05,04-05,M,rep,1959-01-07,1961-01-03,KY,,1.0,Democrat,,Aries,51.0,51.0,53.0,53.0,727.0,1.0,12.0
Charles McKevett Teague,1909-09-18,09-18,M,rep,1955-01-05,1957-01-03,CA,,13.0,Republican,,Virgo,45.0,45.0,47.0,47.0,729.0,1.0,12.0
Vernon Wallace Thomson,1905-11-05,11-05,M,rep,1961-01-03,1963-01-03,WI,,3.0,Republican,,Scorpio,55.0,55.0,57.0,57.0,730.0,2.0,0.0
Robert Owens Tiernan,1929-02-24,02-24,M,rep,1967-01-10,1969-01-03,RI,,2.0,Democrat,,Pisces,37.0,37.0,39.0,39.0,724.0,1.0,11.0
David Gilmer Towell,1937-06-09,06-09,M,rep,1973-01-03,1975-01-03,NV,,0.0,Republican,,Gemini,35.0,35.0,37.0,37.0,730.0,2.0,0.0
Victor Vincent Veysey,1915-04-14,04-14,M,rep,1971-01-21,1973-01-03,CA,,38.0,Republican,,Aries,55.0,55.0,57.0,57.0,713.0,1.0,11.0
Jerome Russell Waldie,1925-02-15,02-15,M,rep,1965-01-04,1967-01-03,CA,,14.0,Democrat,,Aquarius,39.0,39.0,41.0,41.0,729.0,1.0,12.0
John Haines Ware III,1908-08-29,08-29,M,rep,1969-01-03,1971-01-03,PA,,9.0,Republican,,Virgo,60.0,60.0,62.0,62.0,730.0,2.0,0.0
William Beck Widnall,1906-03-17,03-17,M,rep,1949-01-03,1951-01-03,NJ,,7.0,Republican,,Pisces,42.0,42.0,44.0,44.0,730.0,2.0,0.0
Lawrence Gordon Williams,1913-09-15,09-15,M,rep,1967-01-10,1969-01-03,PA,,7.0,Republican,,Virgo,53.0,53.0,55.0,55.0,724.0,1.0,11.0
Wendell  Wyatt,1917-06-15,06-15,M,rep,1963-01-09,1965-01-03,OR,,1.0,Republican,,Gemini,45.0,45.0,47.0,47.0,725.0,1.0,12.0
Edward Lunn Young,1920-09-07,09-07,M,rep,1973-01-03,1975-01-03,SC,,6.0,Republican,,Virgo,52.0,52.0,54.0,54.0,730.0,2.0,0.0
Samuel Hollingsworth Young,1922-12-26,12-26,M,rep,1973-01-03,1975-01-03,IL,,10.0,Republican,,Capricorn,50.0,50.0,52.0,52.0,730.0,2.0,0.0
Roger Herschel Zion,1921-09-17,09-17,M,rep,1967-01-10,1969-01-03,IN,,8.0,Republican,,Virgo,45.0,45.0,47.0,47.0,724.0,1.0,11.0
John Matthew Zwach,1907-02-08,02-08,M,rep,1967-01-10,1969-01-03,MN,,6.0,Republican,,Aquarius,59.0,59.0,61.0,61.0,724.0,1.0,11.0
Louis Crosby Wyman,1917-03-16,03-16,M,rep,1963-01-09,1965-01-03,NH,,1.0,Republican,,Pisces,45.0,45.0,47.0,47.0,725.0,1.0,12.0
Gerald Rudolph Ford Jr.,1913-07-14,07-14,M,rep,1949-01-03,1951-01-03,MI,,5.0,Republican,,Cancer,35.0,35.0,37.0,37.0,730.0,2.0,0.0
Bella Savitzky Abzug,1920-07-24,07-24,F,rep,1971-01-21,1973-01-03,NY,,19.0,Democrat,,Leo,50.0,50.0,52.0,52.0,713.0,1.0,11.0
Carl Bert Albert,1908-05-10,05-10,M,rep,1947-01-03,1949-01-03,OK,,3.0,Democrat,,Taurus,38.0,38.0,40.0,40.0,731.0,2.0,0.0
James Browning Allen,1912-12-28,12-28,M,sen,1969-01-03,1975-01-03,AL,3.0,,Democrat,,Capricorn,56.0,56.0,62.0,62.0,2191.0,6.0,0.0
William Aloysius Barrett,1896-08-14,08-14,M,rep,1945-01-03,1947-01-03,PA,,1.0,Democrat,,Leo,48.0,48.0,50.0,50.0,730.0,2.0,0.0
Birch Evans Bayh,1928-01-22,01-22,M,sen,1963-01-09,1969-01-03,IN,3.0,,Democrat,,Aquarius,34.0,34.0,40.0,40.0,2186.0,5.0,12.0
Alphonzo  Bell,1914-09-19,09-19,M,rep,1961-01-03,1963-01-03,CA,,16.0,Republican,,Virgo,46.0,46.0,48.0,48.0,730.0,2.0,0.0
